Statement ID: 2849bec5-3204-496c-8569-39b7ea945bfd  
Account ID: 4495757880 (checking)  
Period: 2025-04-01 – 2025-04-30  
Opening Balance: 1234.56 USD  
Closing Balance: 2345.67 USD  

Transactions:  
date | description | amount | balance_after | category  
2025-04-18 | PayPal – Received from D. Alvarez | +85.00 | 1698.02 | transfer  
2025-04-18 | Lyft | -12.80 | 1685.22 | transport  
2025-04-18 | Walgreens | -6.99 | 1678.23 | pharmacy  
2025-04-19 | Whole Foods | -52.36 | 1625.87 | groceries  
2025-04-19 | Netflix | -15.99 | 1609.88 | entertainment  
2025-04-19 | Shell Gas | -35.09 | 1574.79 | fuel  
2025-04-20 | Direct Deposit – Acme Corp Payroll | +2150.00 | 3724.79 | income  
2025-04-20 | Panera Bread | -11.12 | 3713.67 | dining  
2025-04-20 | Target | -55.00 | 3658.67 | shopping  
2025-04-21 | Trader Joe’s | -63.90 | 3594.77 | groceries  
2025-04-21 | Lyft | -14.20 | 3580.57 | transport  
2025-04-21 | Walgreens | -9.45 | 3571.12 | pharmacy  
2025-04-22 | PetSmart | -32.59 | 3538.53 | pets  
2025-04-22 | Apple.com | -2.99 | 3535.54 | subscription  
2025-04-22 | Chick-fil-A | -8.99 | 3526.55 | dining  
2025-04-23 | Venmo – Sent to S. Lee | -25.00 | 3501.55 | transfer  
2025-04-23 | Trader Joe’s | -59.67 | 3441.88 | groceries  
2025-04-23 | Amazon Marketplace | -17.80 | 3424.08 | shopping  
2025-04-24 | Starbucks | -6.12 | 3417.96 | dining  
2025-04-24 | Metro Transit | -3.00 | 3414.96 | transport  
2025-04-24 | Walgreens | -11.99 | 3402.97 | pharmacy  
2025-04-25 | Whole Foods | -50.23 | 3352.74 | groceries  
2025-04-25 | PayPal – Received from B. Grant | +95.00 | 3447.74 | transfer  
2025-04-25 | Target | -38.50 | 3409.24 | shopping  
2025-04-26 | Shell Gas | -41.45 | 3367.79 | fuel  
2025-04-26 | Panera Bread | -9.67 | 3358.12 | dining  
2025-04-26 | Hulu | -7.99 | 3350.13 | entertainment  
2025-04-27 | Trader Joe’s | -60.45 | 3289.68 | groceries  
2025-04-27 | Lyft | -15.60 | 3274.08 | transport  
2025-04-27 | CVS Pharmacy | -12.55 | 3261.53 | pharmacy  
2025-04-28 | Amazon Marketplace | -22.49 | 3239.04 | shopping  
2025-04-28 | Starbucks |

---Generation Metadata---
Generated At (Script): 2025-05-17T10:17:53.792296+00:00
Script Version: 1.0
