Statement ID: 45189e2e-4016-460a-9d30-983867c1ea8f  
Account ID: 9453071733 (checking)  
Period: 2025-04-01 – 2025-04-30  
Opening Balance: 1234.56 USD  
Closing Balance: 2345.67 USD  

Transactions:  
date | description | amount | balance_after | category  
2025-04-13 | Amazon Marketplace | -14.85 | 1345.93 | shopping  
2025-04-14 | Direct Deposit: Refund | +88.00 | 1433.93 | income  
2025-04-14 | Subway | -9.15 | 1424.78 | dining  
2025-04-15 | Quick Trip Gas | -32.00 | 1392.78 | transportation  
2025-04-15 | Target Store #108 | -23.10 | 1369.68 | shopping  
2025-04-16 | Kroger #556 | -57.94 | 1311.74 | groceries  
2025-04-16 | Venmo: S. Patel | +40.00 | 1351.74 | transfer  
2025-04-16 | Walgreens #2213 | -8.77 | 1342.97 | pharmacy  
2025-04-17 | Chick-fil-A | -7.80 | 1335.17 | dining  
2025-04-17 | Apple.com | -14.99 | 1320.18 | entertainment  
2025-04-18 | Amazon Marketplace | -38.12 | 1282.06 | shopping  
2025-04-18 | Paypal: J. Kim | +55.00 | 1337.06 | transfer  
2025-04-19 | Publix | -49.60 | 1287.46 | groceries  
2025-04-19 | Netflix.com | -15.49 | 1271.97 | entertainment  
2025-04-20 | Starbucks #0843 | -4.25 | 1267.72 | dining  
2025-04-20 | Lyft Ride | -23.40 | 1244.32 | transportation  
2025-04-21 | Walmart Supercenter | -62.18 | 1182.14 | groceries  
2025-04-21 | ATM Withdrawal | -60.00 | 1122.14 | cash  
2025-04-22 | PAYROLL DIRECT DEPOSIT | +1750.00 | 2872.14 | income  
2025-04-22 | Zelle Transfer: L. Parsons | -50.00 | 2822.14 | transfer  
2025-04-22 | CVS Pharmacy #1174 | -11.29 | 2810.85 | pharmacy  
2025-04-23 | Amazon Marketplace | -27.85 | 2783.00 | shopping  
2025-04-23 | Kroger #556 | -63.42 | 2719.58 | groceries  
2025-04-23 | Uber Eats | -20.10 | 2699.48 | dining  
2025-04-24 | Shell Gas | -34.15 | 2665.33 | transportation  
2025-04-24 | Walgreens #2213 | -7.60 | 2657.73 | pharmacy  
2025-04-25 | Home Depot #1201 | -16.55 | 2641.18 | shopping  
2025-04-25 | Domino’s Pizza | -21.47 | 2619.71 | dining  
2025-04-26 | Target Store #108 | -19.32 | 2600.39 | shopping  
2025-04-26 | Venmo: K. Martinez | +80.00 | 2680.39 | transfer  
2025-04-27 | Publix | -61.20 | 2619.19 | groceries  
2025-04-27 | Hulu.com | -7.99 | 2611.20 | entertainment  
2025-04-28 | Chick-fil-A | -9.15 | 2602.05 | dining  
2025-04-28 | Lyft Ride | -18.60 | 2583.45 | transportation  
2025-04-29 | Aldi | -37.25 | 2546.20 | groceries  
2025-04-29 | Walgreens #2213 | -8.77 | 2537.43 | pharmacy  
2025-04-29 | Amazon Marketplace | -19.85 | 2517.58 | shopping  
2025-04-30 | ATM Withdrawal | -100.00 | 2417.58 | cash  
2025-04-30 | Starbucks #0843 | -4.25 | 2413.33 | dining  
2025-04-30 | CVS Pharmacy #1174 | -7.66 | 2405.67 | pharmacy  
2025-04-30 | Interest Credit | +40.00 | 2445.67 | income  
2025-04-30 | Zelle Transfer: C. Brooks | -100.00 | 2345.67 | transfer  

**Total transactions:** 54

---Generation Metadata---
Generated At (Script): 2025-05-17T10:20:23.827561+00:00
Script Version: 1.0
